id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address,lon,lat
6048,25405,1,Budapest 08. kerület,1,1,1,999,76250,berzsenyi utca,3,1,"berzsenyi utca 3, Budapest 08. kerület",19.13384001661737,47.4603900161853
6049,25405,1,Budapest 08. kerület,1,1,1,999,76250,corvin köz,4,1,"corvin köz 4, Budapest 08. kerület",19.071040031998905,47.486440007335716
6050,25405,1,Budapest 08. kerület,1,1,1,999,76250,csokonai utca,8,0,"csokonai utca 8, Budapest 08. kerület",19.088210025377663,47.56709998360233
6052,25405,1,Budapest 08. kerület,1,1,1,999,76250,dankó utca,34,2,"dankó utca 34, Budapest 08. kerület",19.083899966945836,47.489920005896096
6053,25405,1,Budapest 08. kerület,1,1,1,999,76250,dankó utca,40,0,"dankó utca 40, Budapest 08. kerület",19.08441000575405,47.48959001036806
6054,25405,1,Budapest 08. kerület,1,1,1,999,76250,delej utca,22,0,"delej utca 22, Budapest 08. kerület",19.095149989749842,47.481020017285374
6055,25405,1,Budapest 08. kerület,1,1,1,999,76250,dobozi utca,43,0,"dobozi utca 43, Budapest 08. kerület",19.178389999632913,47.43769002027702
6056,25405,1,Budapest 08. kerület,1,1,1,999,76250,dugonics utca,15,2,"dugonics utca 15, Budapest 08. kerület",19.087399998254796,47.55317001489604
6057,25405,1,Budapest 08. kerület,1,1,1,999,76250,fecske utca,21,0,"fecske utca 21, Budapest 08. kerület",19.075499958859524,47.493669985557744
6058,25405,1,Budapest 08. kerület,1,1,1,999,76250,gyulai pál utca,16,0,"gyulai pál utca 16, Budapest 08. kerület",18.942760033040656,47.55440999174229
6060,25405,1,Budapest 08. kerület,1,1,1,999,76250,kenyérmező utca,8,0,"kenyérmező utca 8, Budapest 08. kerület",19.077689982521207,47.49794002040193
6061,25405,1,Budapest 08. kerület,1,1,1,999,76250,kis stáció utca,03.jan,1,"kis stáció utca 03.jan, Budapest 08. kerület",19.072629995212253,47.489110020682745
6062,25405,1,Budapest 08. kerület,1,1,1,999,76250,kisfaludy utca,28,0,"kisfaludy utca 28, Budapest 08. kerület",19.084990033453778,47.571939987862464
6063,25405,1,Budapest 08. kerület,1,1,1,999,76250,kisfaludy utca,28/A,1,"kisfaludy utca 28/A, Budapest 08. kerület",19.072299999684247,47.48726998338813
6064,25405,1,Budapest 08. kerület,1,1,1,999,76250,kiss józsef utca,4,2,"kiss józsef utca 4, Budapest 08. kerület",19.07442003445439,47.49737000907649
6065,25405,1,Budapest 08. kerület,1,1,1,999,76250,krúdy utca,11,0,"krúdy utca 11, Budapest 08. kerület",19.07012000000003,47.48944000000006
6066,25405,1,Budapest 08. kerület,1,1,1,999,76250,leonardo da vinci utca,2/B,2,"leonardo da vinci utca 2/B, Budapest 08. kerület",19.078042706113614,47.48890708297879
6067,25405,1,Budapest 08. kerület,1,1,1,999,76250,lujza utca,38,1,"lujza utca 38, Budapest 08. kerület",19.087460012681532,47.48979000257785
6068,25405,1,Budapest 08. kerület,1,1,1,999,76250,magdolna utca,6/A,0,"magdolna utca 6/A, Budapest 08. kerület",19.07926997126978,47.49010000726679
6070,25405,1,Budapest 08. kerület,1,1,1,999,76250,népszínház utca,45,0,"népszínház utca 45, Budapest 08. kerület",19.07915002623534,47.49410999356493
6071,25405,1,Budapest 08. kerület,1,1,1,999,76250,orczy út,25,2,"orczy út 25, Budapest 08. kerület",19.092589988881997,47.48498997999587
6072,25405,1,Budapest 08. kerület,1,1,1,999,76250,práter utca,65,1,"práter utca 65, Budapest 08. kerület",19.082570010368983,47.486629983171184
6073,25405,1,Budapest 08. kerület,1,1,1,999,76250,salgótarjáni utca,10,2,"salgótarjáni utca 10, Budapest 08. kerület",19.10526996436775,47.49036998836806
6074,29586,1,Budapest 09. kerület,1,1,1,999,61553,ferenc körút,3,0,"ferenc körút 3, Budapest 09. kerület",19.068190017281182,47.48105999896353
6075,29586,1,Budapest 09. kerület,1,1,1,999,61553,gát utca,31,2,"gát utca 31, Budapest 09. kerület",19.078999990168484,47.47697000739956
6076,29586,1,Budapest 09. kerület,1,1,1,999,61553,haller utca,54,0,"haller utca 54, Budapest 09. kerület",19.08011000560603,47.476779989654574
6078,29586,1,Budapest 09. kerület,1,1,1,999,61553,haller utca,76-78,2,"haller utca 76-78, Budapest 09. kerület",19.08618001224761,47.47818001894197
6080,29586,1,Budapest 09. kerület,1,1,1,999,61553,közraktár utca,34,0,"közraktár utca 34, Budapest 09. kerület",19.0659999936195,47.48082999954039
6081,29586,1,Budapest 09. kerület,1,1,1,999,61553,mester utca,37-39,0,"mester utca 37-39, Budapest 09. kerület",19.07478003719578,47.47764998929466
6082,29586,1,Budapest 09. kerület,1,1,1,999,61553,mester utca,57,0,"mester utca 57, Budapest 09. kerület",19.07742000141991,47.47556000364739
6085,29586,1,Budapest 09. kerület,1,1,1,999,61553,óbester utca,11,2,"óbester utca 11, Budapest 09. kerület",19.083039983680038,47.4752800061718
6086,29586,1,Budapest 09. kerület,1,1,1,999,61553,páva utca,15-17,0,"páva utca 15-17, Budapest 09. kerület",19.07219002911458,47.48127000754758
6087,29586,1,Budapest 09. kerület,1,1,1,999,61553,páva utca,34,0,"páva utca 34, Budapest 09. kerület",19.073219997376782,47.48384999925449
6088,29586,1,Budapest 09. kerület,1,1,1,999,61553,pipa utca,4,2,"pipa utca 4, Budapest 09. kerület",19.059160025352213,47.48708998201744
6090,29586,1,Budapest 09. kerület,1,1,1,999,61553,sobieski jános utca,11,2,"sobieski jános utca 11, Budapest 09. kerület",19.080849960018355,47.47774998539953
6092,29586,1,Budapest 09. kerület,1,1,1,999,61553,távíró utca,23,0,"távíró utca 23, Budapest 09. kerület",19.116080021074083,47.460319985384274
6093,29586,1,Budapest 09. kerület,1,1,1,999,61553,telepy utca,2/C,2,"telepy utca 2/C, Budapest 09. kerület",19.08067997502195,47.47707000350442
6094,29586,1,Budapest 09. kerület,1,1,1,999,61553,thaly kálmán utca,12,2,"thaly kálmán utca 12, Budapest 09. kerület",19.08877002032881,47.57887999414413
6096,11314,1,Budapest 15. kerület,1,1,1,999,79645,ady endre utca,32,0,"ady endre utca 32, Budapest 15. kerület",19.121179990061165,47.536460020363535
6097,11314,1,Budapest 15. kerület,1,1,1,999,79645,arany jános utca,4,1,"arany jános utca 4, Budapest 15. kerület",19.1103199772119,47.55606998575669
6099,11314,1,Budapest 15. kerület,1,1,1,999,79645,damjanich jános utca,79,1,"damjanich jános utca 79, Budapest 15. kerület",19.12287003319844,47.551109994552604
6100,11314,1,Budapest 15. kerület,1,1,1,999,79645,dugonics utca,43,1,"dugonics utca 43, Budapest 15. kerület",19.113060021359956,47.54995999743696
6101,11314,1,Budapest 15. kerület,1,1,1,999,79645,eötvös utca,125,1,"eötvös utca 125, Budapest 15. kerület",19.111150037083377,47.55207001583281
6102,11314,1,Budapest 15. kerület,1,1,1,999,79645,erdőkerülő utca,19,1,"erdőkerülő utca 19, Budapest 15. kerület",19.14799001028203,47.53948002007766
6103,11314,1,Budapest 15. kerület,1,1,1,999,79645,erdőkerülő utca,32,1,"erdőkerülő utca 32, Budapest 15. kerület",19.148529972484596,47.54062000081905
6104,11314,1,Budapest 15. kerület,1,1,1,999,79645,kemény istván utca,46,1,"kemény istván utca 46, Budapest 15. kerület",19.120589987896665,47.57777002061613
6105,11314,1,Budapest 15. kerület,1,1,1,999,79645,kőhíd utca,17,1,"kőhíd utca 17, Budapest 15. kerület",19.129440020364456,47.53756001942676
6107,11314,1,Budapest 15. kerület,1,1,1,999,79645,mézeskalács tér,5,0,"mézeskalács tér 5, Budapest 15. kerület",19.12325995933415,47.543420017484294
6108,11314,1,Budapest 15. kerület,1,1,1,999,79645,nádastó park,4,1,"nádastó park 4, Budapest 15. kerület",19.13482002873664,47.54403998495269
6109,11314,1,Budapest 15. kerület,1,1,1,999,79645,nádastó park,35,1,"nádastó park 35, Budapest 15. kerület",19.136649965837904,47.54467001070486
6110,11314,1,Budapest 15. kerület,1,1,1,999,79645,neptun utca,106,1,"neptun utca 106, Budapest 15. kerület",19.137740032345874,47.536519992880756
6112,11314,1,Budapest 15. kerület,1,1,1,999,79645,nyírpalota út,55,0,"nyírpalota út 55, Budapest 15. kerület",19.141469979258943,47.54360999331979
6113,11314,1,Budapest 15. kerület,1,1,1,999,79645,nyírpalota út,99,1,"nyírpalota út 99, Budapest 15. kerület",19.141929978105196,47.54649001525087
6114,11314,1,Budapest 15. kerület,1,1,1,999,79645,oroszlán utca,4,1,"oroszlán utca 4, Budapest 15. kerület",19.118610014728546,47.558379996362305
6115,11314,1,Budapest 15. kerület,1,1,1,999,79645,oroszlán utca,89,0,"oroszlán utca 89, Budapest 15. kerület",19.11513999063294,47.55097001676958
6116,11314,1,Budapest 15. kerület,1,1,1,999,79645,palotás tér,3,0,"palotás tér 3, Budapest 15. kerület",19.113929979090557,47.54940000248578
6117,11314,1,Budapest 15. kerület,1,1,1,999,79645,páskom park,13,0,"páskom park 13, Budapest 15. kerület",19.14211999585018,47.53842000269256
6118,11314,1,Budapest 15. kerület,1,1,1,999,79645,páskomliget utca,37,1,"páskomliget utca 37, Budapest 15. kerület",19.136349977523253,47.547430003782466
6119,11314,1,Budapest 15. kerület,1,1,1,999,79645,petőfi utca,11,1,"petőfi utca 11, Budapest 15. kerület",19.12318997044264,47.56463000437461
6120,11314,1,Budapest 15. kerület,1,1,1,999,79645,rákosmező utca,40,1,"rákosmező utca 40, Budapest 15. kerület",19.13026999641687,47.56041000949239
6122,11314,1,Budapest 15. kerület,1,1,1,999,79645,szent korona útja,9,1,"szent korona útja 9, Budapest 15. kerület",19.117750031462748,47.54534001813519
6123,11314,1,Budapest 15. kerület,1,1,1,999,79645,szőcs bertalan utca,61,1,"szőcs bertalan utca 61, Budapest 15. kerület",19.130639973623033,47.57585001996526
6124,8208,1,Budapest 16. kerület,1,1,1,999,71180,árpádföldi út,60,2,"árpádföldi út 60, Budapest 16. kerület",19.20818003788972,47.53485999886638
6125,8208,1,Budapest 16. kerület,1,1,1,999,71180,becő utca,26,2,"becő utca 26, Budapest 16. kerület",19.209830015529803,47.50393999624251
6126,8208,1,Budapest 16. kerület,1,1,1,999,71180,borotvás utca,6,2,"borotvás utca 6, Budapest 16. kerület",19.188290033111485,47.51002001925838
6127,8208,1,Budapest 16. kerület,1,1,1,999,71180,bökényföldi út,23/A,0,"bökényföldi út 23/A, Budapest 16. kerület",19.20551419366194,47.51013814675907
6128,8208,1,Budapest 16. kerület,1,1,1,999,71180,bökényföldi út,59,2,"bökényföldi út 59, Budapest 16. kerület",19.210079963882492,47.50715001370159
6129,8208,1,Budapest 16. kerület,1,1,1,999,71180,bökényföldi út,89,1,"bökényföldi út 89, Budapest 16. kerület",19.21273996085523,47.50444001867643
6130,8208,1,Budapest 16. kerület,1,1,1,999,71180,budapesti út,121/C,1,"budapesti út 121/C, Budapest 16. kerület",19.181330035990726,47.520649990774984
6131,8208,1,Budapest 16. kerület,1,1,1,999,71180,csitári utca,3,2,"csitári utca 3, Budapest 16. kerület",19.208580022309235,47.535189994394415
6132,8208,1,Budapest 16. kerület,1,1,1,999,71180,diófa utca,56,2,"diófa utca 56, Budapest 16. kerület",19.17642997539437,47.524810013139984
6133,8208,1,Budapest 16. kerület,1,1,1,999,71180,döbröce utca,22,1,"döbröce utca 22, Budapest 16. kerület",19.184130010746486,47.507079982900564
6135,8208,1,Budapest 16. kerület,1,1,1,999,71180,felsőmalom utca,16,1,"felsőmalom utca 16, Budapest 16. kerület",19.204489988835746,47.52909999691374
6136,8208,1,Budapest 16. kerület,1,1,1,999,71180,formás utca,34,2,"formás utca 34, Budapest 16. kerület",19.197690002246617,47.53912001733627
6137,8208,1,Budapest 16. kerület,1,1,1,999,71180,futórózsa utca,71,2,"futórózsa utca 71, Budapest 16. kerület",19.18314959523148,47.51637382675317
6139,8208,1,Budapest 16. kerület,1,1,1,999,71180,gumó utca,5,1,"gumó utca 5, Budapest 16. kerület",19.18181995823133,47.50205000280499
6140,8208,1,Budapest 16. kerület,1,1,1,999,71180,józsef utca,160,1,"józsef utca 160, Budapest 16. kerület",19.15683995893079,47.5314600055718
6141,8208,1,Budapest 16. kerület,1,1,1,999,71180,kolozs utca,39-41,0,"kolozs utca 39-41, Budapest 16. kerület",19.19020999185284,47.50876998412832
6142,8208,1,Budapest 16. kerület,1,1,1,999,71180,lucfenyő utca,36,1,"lucfenyő utca 36, Budapest 16. kerület",19.179809977849857,47.51654000837195
6145,8208,1,Budapest 16. kerület,1,1,1,999,71180,pálya utca,94,0,"pálya utca 94, Budapest 16. kerület",19.15285997984597,47.521330014579604
6147,8208,1,Budapest 16. kerület,1,1,1,999,71180,szakoly utca,31,1,"szakoly utca 31, Budapest 16. kerület",19.235270013676626,47.515030008514884
6148,8208,1,Budapest 16. kerület,1,1,1,999,71180,széchenyi utca,5,0,"széchenyi utca 5, Budapest 16. kerület",19.166560032948183,47.519399997554444
6150,2112,1,Budapest 17. kerület,1,1,1,999,84381,bélavár utca,125,1,"bélavár utca 125, Budapest 17. kerület",19.254059977482115,47.46794998993536
6151,2112,1,Budapest 17. kerület,1,1,1,999,84381,borsó utca,50-64,1,"borsó utca 50-64, Budapest 17. kerület",19.23377996274911,47.47976998215532
6152,2112,1,Budapest 17. kerület,1,1,1,999,84381,czimra gyula utca,51,0,"czimra gyula utca 51, Budapest 17. kerület",19.291669996125478,47.467910008257206
6154,2112,1,Budapest 17. kerület,1,1,1,999,84381,fülöpszállás út,137624,2,"fülöpszállás út 137624, Budapest 17. kerület",19.241740831566137,47.48751514675665
6155,2112,1,Budapest 17. kerület,1,1,1,999,84381,füstifecske utca,72,0,"füstifecske utca 72, Budapest 17. kerület",19.233879958854004,47.47296999556616
6156,2112,1,Budapest 17. kerület,1,1,1,999,84381,iharos utca,9,2,"iharos utca 9, Budapest 17. kerület",19.272119961340024,47.47741998987152
6157,2112,1,Budapest 17. kerület,1,1,1,999,84381,kotász károly utca,9,1,"kotász károly utca 9, Budapest 17. kerület",19.253599978635833,47.47006000833122
6158,2112,1,Budapest 17. kerület,1,1,1,999,84381,lemberg utca,152,1,"lemberg utca 152, Budapest 17. kerület",19.288970017474583,47.47254000393326
6159,2112,1,Budapest 17. kerület,1,1,1,999,84381,lőrinci út,44,0,"lőrinci út 44, Budapest 17. kerület",19.231939967364042,47.46361998257396
6160,2112,1,Budapest 17. kerület,1,1,1,999,84381,nagy-hangács utca,4/B,2,"nagy-hangács utca 4/B, Budapest 17. kerület",19.226870005590314,47.45200999893808
6163,2112,1,Budapest 17. kerület,1,1,1,999,84381,orchidea utca,30,2,"orchidea utca 30, Budapest 17. kerület",19.289179984149143,47.476779989654574
6164,2112,1,Budapest 17. kerület,1,1,1,999,84381,ősrepülő utca,14,1,"ősrepülő utca 14, Budapest 17. kerület",19.2266300317024,47.46999999390448
6166,2112,1,Budapest 17. kerület,1,1,1,999,84381,pesti út,67-81,1,"pesti út 67-81, Budapest 17. kerület",19.240999966506394,47.48192999860362
6167,2112,1,Budapest 17. kerület,1,1,1,999,84381,pesti út,91-105,1,"pesti út 91-105, Budapest 17. kerület",19.242279966940316,47.481749997232924
6169,2112,1,Budapest 17. kerület,1,1,1,999,84381,rákosmezei repülők útja,14,2,"rákosmezei repülők útja 14, Budapest 17. kerület",19.225869960722463,47.469079996211946
6170,2112,1,Budapest 17. kerület,1,1,1,999,84381,szánthó géza utca,25,1,"szánthó géza utca 25, Budapest 17. kerület",19.29092315810879,47.48677903352023
6171,2112,1,Budapest 17. kerület,1,1,1,999,84381,szárazhegy út,32,2,"szárazhegy út 32, Budapest 17. kerület",19.303937537724405,47.47251052565368
6173,2112,1,Budapest 17. kerület,1,1,1,999,84381,szilárd utca,9,2,"szilárd utca 9, Budapest 17. kerület",19.24570003489299,47.465090000752866
6174,2112,1,Budapest 17. kerület,1,1,1,999,84381,szilárd utca,43,0,"szilárd utca 43, Budapest 17. kerület",19.24023997934546,47.46753998914153
6175,2112,1,Budapest 17. kerület,1,1,1,999,84381,tisza istván utca,29,0,"tisza istván utca 29, Budapest 17. kerület",19.2411700353218,47.460859989496356
6176,2112,1,Budapest 17. kerület,1,1,1,999,84381,újlak utca,34,0,"újlak utca 34, Budapest 17. kerület",19.242479959150074,47.479079983885896
6177,2112,1,Budapest 17. kerület,1,1,1,999,84381,újlak utca,52,2,"újlak utca 52, Budapest 17. kerület",19.2414400164231,47.47897001331623
6179,29285,1,Budapest 18. kerület,1,1,1,999,98499,alacskai út,22,0,"alacskai út 22, Budapest 18. kerület",19.210169985522583,47.412969985703455
6180,29285,1,Budapest 18. kerület,1,1,1,999,98499,bagamér utca,54,2,"bagamér utca 54, Budapest 18. kerület",19.205739982056315,47.39750998439152
6181,29285,1,Budapest 18. kerület,1,1,1,999,98499,bercsényi miklós utca,76/B,2,"bercsényi miklós utca 76/B, Budapest 18. kerület",19.179794849715453,47.40571647309709
6182,29285,1,Budapest 18. kerület,1,1,1,999,98499,bercsényi miklós utca,86/A,2,"bercsényi miklós utca 86/A, Budapest 18. kerület",19.181207749638002,47.40471257286379
6184,29285,1,Budapest 18. kerület,1,1,1,999,98499,cserép utca,30,0,"cserép utca 30, Budapest 18. kerület",19.18918999805544,47.45156001646609
6185,29285,1,Budapest 18. kerület,1,1,1,999,98499,csíkszereda utca,37/B,2,"csíkszereda utca 37/B, Budapest 18. kerület",19.21118997932001,47.42484001788537
6186,29285,1,Budapest 18. kerület,1,1,1,999,98499,csíkszereda utca,45,0,"csíkszereda utca 45, Budapest 18. kerület",19.210290014376056,47.4240200162977
6189,29285,1,Budapest 18. kerület,1,1,1,999,98499,dolgozó út,18,2,"dolgozó út 18, Budapest 18. kerület",19.16900997942733,47.452040006151435
6190,29285,1,Budapest 18. kerület,1,1,1,999,98499,egressy gábor utca,32,2,"egressy gábor utca 32, Budapest 18. kerület",19.16983396330676,47.44943397523454
6192,29285,1,Budapest 18. kerület,1,1,1,999,98499,eszter utca,6,0,"eszter utca 6, Budapest 18. kerület",19.18256997092746,47.4108499928428
6195,29285,1,Budapest 18. kerület,1,1,1,999,98499,havanna utca,3,2,"havanna utca 3, Budapest 18. kerület",19.16827999947978,47.44352998558597
6196,29285,1,Budapest 18. kerület,1,1,1,999,98499,istván utca,75/A,2,"istván utca 75/A, Budapest 18. kerület",19.197920122276216,47.40818104513172
6197,29285,1,Budapest 18. kerület,1,1,1,999,98499,juharos sor,38,2,"juharos sor 38, Budapest 18. kerület",19.205899992587916,47.4156099918371
6198,29285,1,Budapest 18. kerület,1,1,1,999,98499,kancsó utca,10/A,2,"kancsó utca 10/A, Budapest 18. kerület",19.200849979743765,47.39151998301574
6200,29285,1,Budapest 18. kerület,1,1,1,999,98499,kiss jános utca,11,2,"kiss jános utca 11, Budapest 18. kerület",19.189150016377283,47.44908002086407
6201,29285,1,Budapest 18. kerület,1,1,1,999,98499,kossuth lajos utca,221,0,"kossuth lajos utca 221, Budapest 18. kerület",19.197049960120125,47.435510012989624
6202,29285,1,Budapest 18. kerület,1,1,1,999,98499,kőrös utca,48,2,"kőrös utca 48, Budapest 18. kerület",19.19713000729547,47.42824001117992
6204,29285,1,Budapest 18. kerület,1,1,1,999,98499,marosvásárhely utca,13/B,2,"marosvásárhely utca 13/B, Budapest 18. kerület",19.213359970233114,47.42865998643853
6205,29285,1,Budapest 18. kerület,1,1,1,999,98499,nagykőrösi út,9/A,0,"nagykőrösi út 9/A, Budapest 18. kerület",19.17498844867152,47.41219443473869
6206,29285,1,Budapest 18. kerület,1,1,1,999,98499,nemes utca,16,2,"nemes utca 16, Budapest 18. kerület",19.188160029793238,47.40536998836575
6207,29285,1,Budapest 18. kerület,1,1,1,999,98499,nimród utca,36,2,"nimród utca 36, Budapest 18. kerület",19.186839963862127,47.457600015894315
6208,29285,1,Budapest 18. kerület,1,1,1,999,98499,nyárfás sor,9,1,"nyárfás sor 9, Budapest 18. kerület",19.202897087595417,47.41148767673338
6209,29285,1,Budapest 18. kerület,1,1,1,999,98499,podhorszky utca,57/B,2,"podhorszky utca 57/B, Budapest 18. kerület",19.1897787418218,47.40980769244106
6211,29285,1,Budapest 18. kerület,1,1,1,999,98499,szélső utca,77/B,2,"szélső utca 77/B, Budapest 18. kerület",19.176989970345517,47.40413001151947
6212,4011,1,Budapest 19. kerület,1,1,1,999,59055,arany jános utca,22,2,"arany jános utca 22, Budapest 19. kerület",19.13945999887747,47.456999997355496
6214,4011,1,Budapest 19. kerület,1,1,1,999,59055,csillag utca,30,2,"csillag utca 30, Budapest 19. kerület",19.163559982163633,47.45867000774419
